campaign_id,date,client,secteur,service,canal,impressions,clics,ctr_pct,conversions,budget_mad,revenu_mad,cpc_mad,cpa_mad,roas,score_seo,position_google,engagement_pct,statut_campagne
MKT-00151,2026-04-21,Client_009,Education,Publicité,SEO,267335.0,14140.0,5.29,897.0,2407.47,3095379.62,0.17,2.68,1285.74,59.0,13.8,1.18,Active
MKT-00152,2026-02-13,Client_023,Restaurant,Landing page,TikTok Ads,100594.0,6834.0,6.79,1078.0,2416.39,824227.26,0.35,2.24,341.1,65.3,1.8,7.49,Terminée
MKT-00153,2026-05-13,Client_015,Education,Publicité,SEO,133521.0,1612.0,1.21,219.0,4482.72,741135.36,2.78,20.47,165.33,80.0,26.9,7.91,Optimisation
MKT-00154,2026-02-27,Client_052,Retail,SEO,SEO,96491.0,1670.0,1.73,51.0,36640.68,152383.38,21.94,718.44,4.16,91.7,1.3,3.96,Pause
MKT-00155,2026-04-24,Client_065,Immobilier,Publicité,Emailing,605385.0,16164.0,2.67,1725.0,20716.86,2191530.02,1.28,12.01,105.78,55.1,29.8,1.74,Pause
MKT-00156,2026-01-08,Client_010,Finance,Content,Emailing,42050.0,691.0,1.64,98.0,413.5,339420.9,0.6,4.22,820.84,78.6,7.8,1.25,Active
MKT-00157,2026-02-15,Client_087,Retail,App mobile,LinkedIn Ads,607599.0,13502.0,2.22,1815.0,31887.72,7013351.86,2.36,17.57,219.94,49.4,6.6,9.43,Pause
MKT-00158,2026-05-06,Client_071,Immobilier,Publicité,Emailing,278739.0,12489.0,4.48,1630.0,17954.85,5037711.16,1.44,11.02,280.58,97.1,18.2,3.84,Active
MKT-00159,2026-05-19,Client_002,Tourisme,Publicité,Google Ads,735154.0,52801.0,7.18,4632.0,7545.42,6054960.46,0.14,1.63,802.47,88.8,22.3,1.99,Terminée
MKT-00160,2026-03-02,Client_055,Restaurant,Branding,Influence,277946.0,14907.0,5.36,1639.0,27910.35,2759719.24,1.87,17.03,98.88,39.8,22.0,5.48,Terminée
MKT-00161,2026-02-12,Client_032,Education,Publicité,Influence,482186.0,28856.0,5.98,4510.0,6875.05,6980915.79,0.24,1.52,1015.4,50.9,21.2,5.67,Pause
MKT-00162,2026-02-13,Client_030,Immobilier,SEO,Meta Ads,105741.0,8162.0,7.72,447.0,35359.94,932750.62,4.33,79.11,26.38,37.5,29.8,4.12,Pause
MKT-00163,2026-05-17,Client_022,Restaurant,App mobile,LinkedIn Ads,456174.0,34747.0,7.62,1109.0,3397.2,4522903.68,0.1,3.06,1331.36,58.8,19.0,4.63,Pause
MKT-00164,2026-04-18,Client_023,Restaurant,App mobile,LinkedIn Ads,141928.0,12007.0,8.46,1802.0,27427.9,4686361.57,2.28,15.22,170.86,80.1,22.5,2.83,Terminée
MKT-00165,2026-04-24,Client_079,Immobilier,Publicité,SEO,321469.0,25133.0,7.82,1799.0,3444.27,1370590.41,0.14,1.91,397.93,53.5,21.6,2.39,Optimisation
MKT-00166,2026-06-08,Client_023,Finance,SEO,SEO,41429.0,2283.0,5.51,222.0,8846.32,597930.23,3.87,39.85,67.59,74.9,24.4,4.96,Active
MKT-00167,2026-06-01,Client_064,Education,App mobile,Meta Ads,827123.0,52050.0,6.29,4523.0,20029.08,14173452.5,0.38,4.43,707.64,74.1,13.8,6.33,Optimisation
MKT-00168,2026-06-10,Client_022,Education,SEO,LinkedIn Ads,543519.0,7328.0,1.35,983.0,3111.11,1414790.92,0.42,3.16,454.75,39.6,19.0,4.77,Pause
MKT-00169,2026-06-15,Client_001,Santé,App mobile,Meta Ads,835054.0,33900.0,4.06,1461.0,16460.93,4814504.17,0.49,11.27,292.48,58.2,13.3,1.94,Optimisation
MKT-00170,2026-06-15,Client_051,Restaurant,App mobile,Emailing,604336.0,47795.0,7.91,3441.0,7300.53,11343220.73,0.15,2.12,1553.75,58.0,21.1,4.85,Optimisation
MKT-00171,2026-05-22,Client_057,Finance,App mobile,Influence,629298.0,13260.0,2.11,1428.0,39962.33,709153.04,3.01,27.98,17.75,48.3,29.9,9.48,Terminée
MKT-00172,2026-04-28,Client_025,Education,Landing page,Meta Ads,671424.0,,0.67,493.0,25417.2,952185.31,5.63,51.56,37.46,82.7,4.2,1.23,Terminée
MKT-00173,2026-06-26,Client_044,Retail,App mobile,TikTok Ads,583486.0,41311.0,7.08,2533.0,5403.41,982141.82,0.13,2.13,181.76,86.4,5.5,9.42,Active
MKT-00174,2026-01-20,Client_067,Santé,Branding,Emailing,431824.0,12546.0,2.91,1525.0,35363.76,5516004.46,2.82,23.19,155.98,79.6,14.4,11.71,Terminée
MKT-00175,2026-03-25,Client_071,Santé,SEO,Influence,697195.0,9534.0,1.37,1068.0,25362.02,437812.03,2.66,23.75,17.26,70.1,11.9,10.34,Optimisation
MKT-00176,2026-02-22,Client_076,Retail,Content,Google Ads,255981.0,4252.0,1.66,517.0,43427.23,845724.4,10.21,84.0,19.47,44.4,4.9,7.89,Active
MKT-00177,2026-02-04,Client_062,Education,Landing page,Influence,227116.0,6718.0,2.96,892.0,38781.89,2108437.95,5.77,43.48,54.37,67.1,13.5,4.71,Active
MKT-00178,2026-02-12,Client_021,Finance,Landing page,Emailing,449591.0,35719.0,7.94,4227.0,41356.28,4874577.68,1.16,9.78,117.87,76.0,23.7,9.33,Pause
MKT-00179,2026-04-22,Client_085,Education,Publicité,Meta Ads,26511.0,606.0,2.29,10.0,25058.06,27207.5,41.35,2505.81,1.09,41.5,17.1,4.99,Optimisation
MKT-00180,2026-05-24,Client_077,Finance,App mobile,Influence,450900.0,5724.0,1.27,577.0,1076.37,1974367.61,0.19,1.87,1834.29,73.1,18.6,4.42,Pause
MKT-00181,2026-03-11,Client_045,Retail,Landing page,Google Ads,440105.0,24649.0,5.6,1134.0,40307.56,1421768.84,1.64,35.54,35.27,59.5,27.5,1.22,Optimisation
MKT-00182,2026-05-12,Client_064,Finance,SEO,Meta Ads,171245.0,12863.0,7.51,1540.0,34110.74,3766943.07,2.65,22.15,110.43,42.3,11.6,4.52,Optimisation
MKT-00183,2026-06-24,Client_037,Santé,Content,Meta Ads,116907.0,6263.0,5.36,875.0,24176.0,1703477.83,3.86,27.63,70.46,95.9,18.1,5.82,Pause
MKT-00184,2026-01-01,Client_011,Restaurant,Content,Emailing,144033.0,2138.0,,280.0,20795.73,738102.26,9.73,74.27,35.49,73.1,29.9,10.39,Pause
MKT-00185,2026-06-25,Client_052,Restaurant,Content,LinkedIn Ads,144067.0,8838.0,6.13,388.0,10057.36,1117751.26,1.14,25.92,111.14,89.4,26.7,4.95,Active
MKT-00186,2026-05-19,Client_013,Retail,App mobile,Emailing,368435.0,22606.0,6.14,2365.0,16695.2,1775994.88,0.74,7.06,106.38,86.9,4.4,9.81,Pause
MKT-00187,2026-02-14,Client_015,Finance,SEO,TikTok Ads,481422.0,6426.0,1.33,367.0,893.19,170298.4,0.14,2.43,190.66,68.0,10.2,8.39,Active
MKT-00188,2026-01-10,Client_078,Restaurant,Branding,SEO,717934.0,26556.0,3.7,2794.0,4324.72,1908374.62,0.16,1.55,441.27,86.1,27.7,8.1,Active
MKT-00189,2026-06-15,Client_013,Finance,Content,Emailing,602432.0,5638.0,0.94,284.0,2841.53,913897.25,0.5,10.01,321.62,78.3,27.4,5.19,Optimisation
MKT-00190,2026-03-13,Client_023,Retail,Publicité,LinkedIn Ads,13950.0,1007.0,7.22,87.0,39882.43,237380.48,39.61,458.42,5.95,93.8,5.9,6.18,Terminée
MKT-00191,2026-01-21,Client_084,Santé,Publicité,Emailing,280801.0,4003.0,1.43,104.0,42824.97,169599.81,10.7,411.78,3.96,66.4,20.5,3.64,Optimisation
MKT-00192,2026-02-27,Client_024,Immobilier,Landing page,TikTok Ads,68531.0,995.0,1.45,82.0,19666.78,47721.54,19.77,239.84,2.43,78.1,7.4,8.33,Active
MKT-00193,2026-03-18,Client_016,Finance,Publicité,SEO,130493.0,5240.0,4.02,463.0,13925.4,1921960.97,2.66,30.08,138.02,45.3,27.0,3.93,Terminée
MKT-00194,2026-03-24,Client_035,Retail,Landing page,Influence,288557.0,21587.0,7.48,2871.0,21543.84,5832699.83,1.0,7.5,270.74,84.1,1.5,9.44,Optimisation
MKT-00195,2026-04-01,Client_061,Immobilier,Landing page,LinkedIn Ads,66760.0,2851.0,4.27,104.0,43558.36,191652.11,15.28,418.83,4.4,62.2,5.5,1.75,Terminée
MKT-00196,2026-04-29,Client_002,Restaurant,SEO,Emailing,436820.0,35847.0,8.21,5342.0,26129.64,18378539.84,0.73,4.89,703.36,42.0,24.5,7.09,Optimisation
MKT-00197,2026-02-27,Client_061,Finance,Landing page,TikTok Ads,471644.0,22496.0,4.77,3334.0,44149.21,5350434.47,1.96,13.24,121.19,37.3,4.3,10.44,Pause
MKT-00198,2026-03-20,Client_008,Tourisme,Landing page,Influence,337953.0,2040.0,0.6,203.0,40760.3,195880.94,19.98,200.79,4.81,71.8,1.8,7.75,Optimisation
MKT-00199,2026-05-31,Client_007,Finance,Publicité,TikTok Ads,676963.0,42324.0,6.25,4930.0,40428.78,16130761.48,0.96,8.2,398.99,71.7,4.5,10.63,Pause
MKT-00200,2026-01-26,Client_052,Retail,Content,SEO,,8518.0,2.02,411.0,21627.87,1559987.36,2.54,52.62,72.13,78.8,5.5,5.97,Active
MKT-00201,2026-01-12,Client_054,Santé,Content,SEO,296069.0,16281.0,5.5,2338.0,44378.48,4317485.77,2.73,18.98,97.29,41.4,29.4,4.35,Pause
MKT-00202,2026-06-10,Client_055,Education,App mobile,Emailing,248253.0,15778.0,6.36,1058.0,32172.33,1635779.4,2.04,30.41,50.84,75.2,5.7,2.22,Optimisation
MKT-00203,2026-01-10,Client_030,Retail,Content,Emailing,275054.0,16452.0,5.98,2102.0,20533.07,2978004.6,1.25,,145.03,45.1,8.8,4.22,Pause
MKT-00204,2026-01-17,Client_078,Restaurant,SEO,Emailing,271967.0,14725.0,5.41,2164.0,552.27,1098050.81,0.04,0.26,1988.25,64.4,6.1,3.85,Pause
MKT-00205,2026-04-13,Client_021,Immobilier,Content,Emailing,865594.0,69394.0,8.02,2199.0,28946.48,9093265.84,0.42,13.16,314.14,95.2,12.9,2.84,Pause
MKT-00206,2026-03-26,Client_031,Santé,Branding,Meta Ads,508626.0,33932.0,6.67,3742.0,2556.0,11792458.46,0.08,0.68,4613.63,92.3,12.4,8.6,Active
MKT-00207,2026-01-22,Client_054,Santé,SEO,Meta Ads,570939.0,22850.0,4.0,2175.0,4778.24,2063928.71,0.21,2.2,431.94,49.7,2.7,2.68,Terminée
MKT-00208,2026-03-04,Client_028,Restaurant,Landing page,LinkedIn Ads,779968.0,14560.0,1.87,737.0,1363.6,1921644.36,0.09,1.85,1409.24,51.9,21.1,11.99,Active
MKT-00209,2026-04-13,Client_076,Santé,Branding,TikTok Ads,313880.0,23128.0,7.37,3171.0,35099.64,1007653.34,1.52,11.07,28.71,55.2,14.3,10.21,Pause
MKT-00210,2026-02-16,Client_006,Restaurant,Branding,Meta Ads,733328.0,42228.0,5.76,3688.0,,12052318.98,0.81,9.23,354.08,81.0,2.4,6.26,Pause
MKT-00211,2026-05-03,Client_075,Tourisme,Landing page,Meta Ads,711766.0,56770.0,7.98,4031.0,35084.51,10492856.1,0.62,8.7,299.07,73.8,2.0,4.01,Pause
MKT-00212,2026-05-10,Client_020,Finance,Landing page,TikTok Ads,279419.0,,6.68,1207.0,29858.26,1580918.88,1.6,24.74,52.95,89.4,8.0,8.66,Pause
MKT-00213,2026-01-11,Client_020,Education,Content,Emailing,640564.0,41439.0,6.47,5077.0,36629.83,16135421.79,0.88,7.21,440.5,74.2,1.2,2.58,Pause
MKT-00214,2026-04-08,Client_085,Retail,App mobile,Meta Ads,561315.0,7995.0,1.42,861.0,6698.41,1642118.17,0.84,7.78,245.15,82.5,26.3,4.98,Active
MKT-00215,2026-06-28,Client_089,Finance,Content,Emailing,890765.0,34081.0,3.83,2429.0,24855.44,9686349.55,0.73,10.23,389.71,84.9,24.1,6.62,Pause
MKT-00216,2026-06-16,Client_079,Tourisme,Content,TikTok Ads,492209.0,3593.0,0.73,239.0,2444.86,221594.35,0.68,10.23,90.64,84.0,16.6,2.76,Active
MKT-00217,2026-05-06,Client_022,Retail,SEO,Emailing,239141.0,5253.0,2.2,335.0,21729.99,266280.82,4.14,64.87,12.25,67.3,5.8,7.46,Active
MKT-00218,2026-01-26,Client_058,Immobilier,Content,SEO,464395.0,7320.0,1.58,792.0,19676.4,855237.9,,24.84,43.47,56.3,13.6,3.05,Optimisation
MKT-00219,2026-06-08,Client_055,Tourisme,SEO,Influence,338035.0,6381.0,1.89,967.0,34186.95,3609375.65,5.36,35.35,105.58,35.8,19.0,1.92,Pause
MKT-00220,2026-03-24,Client_004,Immobilier,Content,Google Ads,495150.0,8299.0,1.68,780.0,38512.35,2946218.31,4.64,49.37,76.5,82.2,2.5,7.79,Pause
MKT-00221,2026-05-20,Client_026,Immobilier,SEO,Influence,389655.0,13870.0,3.56,692.0,9137.2,2882132.58,0.66,13.2,315.43,60.0,3.4,7.86,Active
MKT-00222,2026-06-04,Client_047,Immobilier,Landing page,Influence,396738.0,15213.0,3.83,1355.0,14650.65,1250638.09,0.96,10.81,85.36,69.1,22.7,7.09,Optimisation
MKT-00223,2026-05-07,Client_074,Restaurant,Landing page,Emailing,331801.0,20943.0,6.31,2942.0,29065.48,10089993.1,1.39,9.88,347.15,45.0,14.1,4.19,Optimisation
MKT-00224,2026-03-30,Client_059,Finance,Publicité,SEO,127828.0,7825.0,6.12,1092.0,10985.46,3786044.34,1.4,10.06,344.64,72.3,4.3,8.2,Pause
MKT-00225,2026-03-09,Client_087,Education,Branding,Emailing,95794.0,1449.0,1.51,71.0,32822.65,253142.58,22.65,462.29,7.71,57.8,5.9,7.89,Active
MKT-00226,2026-03-12,Client_013,Immobilier,SEO,Google Ads,286196.0,2919.0,1.02,393.0,7282.34,1555090.78,2.49,18.53,213.54,82.6,18.9,5.64,Optimisation
MKT-00227,2026-02-27,Client_089,Finance,Branding,Influence,240141.0,10705.0,4.46,1244.0,1283.52,5029887.27,0.12,1.03,3918.82,71.9,17.3,9.72,Terminée
MKT-00228,2026-01-16,Client_051,Immobilier,Content,Emailing,308317.0,4149.0,1.35,135.0,2000.04,549168.95,0.48,14.82,274.58,57.3,20.2,2.48,Pause
MKT-00229,2026-01-09,Client_041,Finance,Branding,SEO,581960.0,21575.0,3.71,247.0,9948.95,793108.35,0.46,40.28,79.72,77.8,29.1,9.02,Pause
MKT-00230,2026-04-29,Client_051,Education,SEO,SEO,348365.0,24376.0,7.0,,19968.52,7418927.35,0.82,6.64,371.53,53.3,4.0,11.62,Optimisation
MKT-00231,2026-01-07,Client_014,Tourisme,Publicité,Influence,489752.0,5739.0,1.17,563.0,13216.35,788347.17,2.3,23.47,59.65,74.4,25.3,4.58,Pause
MKT-00232,2026-03-21,Client_087,Education,SEO,Google Ads,828627.0,61112.0,7.38,6895.0,36180.15,5350015.38,0.59,5.25,147.87,55.4,10.5,1.08,Pause
MKT-00233,2026-04-20,Client_051,Immobilier,SEO,LinkedIn Ads,759873.0,39783.0,5.24,583.0,30339.03,1787065.57,0.76,52.04,58.9,96.2,13.6,5.57,Pause
MKT-00234,2026-04-13,Client_009,Santé,App mobile,TikTok Ads,663062.0,40180.0,6.06,3262.0,10323.63,7407813.0,0.26,3.16,717.56,38.8,27.7,6.64,Active
MKT-00235,2026-03-14,Client_072,Santé,Publicité,TikTok Ads,142838.0,942.0,0.66,86.0,26387.23,54674.08,28.01,306.83,2.07,79.1,11.9,3.62,Terminée
MKT-00236,2026-02-07,Client_055,Santé,App mobile,Meta Ads,592489.0,14811.0,2.5,1559.0,27076.38,4911295.72,1.83,17.37,181.39,60.5,9.2,9.44,Optimisation
MKT-00237,2026-03-08,Client_068,Santé,App mobile,Emailing,295383.0,9974.0,3.38,1071.0,35632.25,1166375.76,3.57,33.27,32.73,84.9,11.2,1.7,Active
MKT-00238,2026-01-14,Client_061,Restaurant,Content,TikTok Ads,19561.0,426.0,2.18,36.0,40215.01,56240.73,94.4,1117.08,1.4,58.8,3.4,10.11,Terminée
MKT-00239,2026-03-19,Client_068,Santé,SEO,Meta Ads,238344.0,13393.0,5.62,1108.0,32931.63,2680050.97,2.46,29.72,81.38,90.7,3.7,10.28,Active
MKT-00240,2026-02-03,Client_071,Restaurant,App mobile,SEO,672317.0,44836.0,6.67,5307.0,38614.99,3200299.74,0.86,7.28,82.88,58.6,8.9,0.85,Terminée
MKT-00241,2026-06-05,Client_069,Santé,SEO,SEO,801424.0,58054.0,7.24,5053.0,3104.11,8828731.98,0.05,0.61,2844.2,45.2,1.5,9.43,Optimisation
MKT-00242,2026-01-30,Client_074,Retail,SEO,Google Ads,116897.0,7466.0,6.39,168.0,44536.05,419378.62,5.97,265.1,9.42,36.6,27.5,2.38,Active
MKT-00243,2026-02-02,Client_079,Santé,SEO,Influence,377367.0,30273.0,8.02,2814.0,19458.82,9726900.99,0.64,6.92,499.87,82.2,3.6,11.3,Optimisation
MKT-00244,2026-03-30,Client_045,Retail,Publicité,Meta Ads,63537.0,3717.0,5.85,390.0,44175.82,236601.4,11.88,113.27,5.36,85.0,15.6,1.27,Terminée
MKT-00245,2026-01-12,Client_058,Restaurant,Publicité,Meta Ads,534466.0,31656.0,5.92,4552.0,40903.98,15698204.72,1.29,8.99,383.78,95.7,10.7,8.92,Terminée
MKT-00246,2026-06-19,Client_066,Retail,App mobile,TikTok Ads,891254.0,22178.0,2.49,3040.0,6826.22,6139748.65,0.31,2.25,899.44,85.5,2.9,4.19,Terminée
MKT-00247,2026-01-23,Client_013,Retail,Branding,Meta Ads,127209.0,8243.0,6.48,694.0,32110.73,1667205.96,3.9,46.27,51.92,41.6,16.7,1.73,Active
MKT-00248,2026-03-11,Client_037,Retail,Publicité,Google Ads,39962.0,977.0,2.45,68.0,43326.86,135944.0,44.35,637.16,3.14,89.9,28.0,5.97,Pause
MKT-00249,2026-04-11,Client_069,Finance,App mobile,Meta Ads,253863.0,11961.0,4.71,,39946.52,6720083.75,3.34,24.17,168.23,96.7,20.3,11.55,Active
MKT-00250,2026-02-10,Client_036,Finance,SEO,SEO,592616.0,39658.0,6.69,3784.0,14219.27,12569940.21,0.36,3.76,884.01,72.6,20.6,11.12,Pause
MKT-00251,2026-03-10,Client_035,Immobilier,Content,Influence,756837.0,62643.0,8.28,8742.0,7273.57,31355106.57,0.12,0.83,4310.83,55.5,21.5,4.42,Terminée
MKT-00252,2026-03-09,Client_066,Restaurant,Content,Influence,140563.0,6637.0,4.72,325.0,25382.36,880212.29,3.82,78.1,34.68,93.5,26.7,2.5,Pause
MKT-00253,2026-05-01,Client_011,Santé,Publicité,TikTok Ads,17689.0,926.0,5.24,147.0,24272.15,574520.45,26.21,165.12,23.67,72.1,17.1,11.06,Active
MKT-00254,2026-01-07,Client_051,Tourisme,Publicité,SEO,249334.0,20491.0,8.22,870.0,28016.52,2220429.04,1.37,32.2,79.25,55.2,10.5,9.45,Pause
MKT-00255,2026-02-13,Client_087,Tourisme,Content,Meta Ads,293851.0,22346.0,7.6,3207.0,27101.39,8312727.89,1.21,,306.73,35.2,2.4,1.68,Terminée
MKT-00256,2026-05-30,Client_066,Retail,SEO,Emailing,860853.0,21410.0,2.49,1654.0,30718.52,1973499.88,1.43,18.57,64.24,86.5,24.6,2.26,Optimisation
MKT-00257,2026-02-09,Client_006,Restaurant,Publicité,Meta Ads,29125.0,447.0,1.54,4.0,9913.03,10018.82,22.18,2478.26,1.01,40.5,21.3,0.65,Active
MKT-00258,2026-03-20,Client_033,Retail,Branding,TikTok Ads,451083.0,16798.0,3.72,2271.0,9952.21,2620017.13,0.59,4.38,263.26,39.4,9.8,1.31,Optimisation
MKT-00259,2026-05-21,Client_061,Tourisme,App mobile,LinkedIn Ads,714862.0,16797.0,2.35,566.0,19389.6,2082149.38,1.15,34.26,107.38,81.3,8.9,6.17,Optimisation
MKT-00260,2026-02-01,Client_020,Tourisme,Publicité,Google Ads,221511.0,12766.0,5.76,693.0,44068.43,2619132.96,3.45,63.59,59.43,66.7,12.9,4.38,Pause
MKT-00261,2026-06-14,Client_051,Retail,SEO,SEO,734765.0,4370.0,0.59,473.0,35354.22,1863091.55,8.09,74.74,52.7,36.6,1.5,3.33,Optimisation
MKT-00262,2026-04-16,Client_069,Restaurant,Branding,Google Ads,514083.0,22977.0,4.47,2132.0,15106.32,6777692.95,0.66,7.09,448.67,96.6,3.5,11.59,Pause
MKT-00263,2026-01-28,Client_068,Education,SEO,Meta Ads,785594.0,13050.0,1.66,269.0,9994.28,1009951.01,0.77,37.15,101.05,36.7,17.2,12.0,Optimisation
MKT-00264,2026-05-05,Client_079,Immobilier,Content,SEO,613499.0,49725.0,8.11,5226.0,44019.49,17296595.29,0.89,8.42,392.93,86.2,4.8,11.26,Optimisation
MKT-00265,2026-04-11,Client_006,Retail,Landing page,Meta Ads,459925.0,29409.0,6.39,383.0,44236.09,328670.6,1.5,115.5,7.43,77.6,20.2,4.79,Terminée
MKT-00266,2026-06-16,Client_077,Immobilier,SEO,Influence,841287.0,58708.0,6.98,1479.0,39123.94,3307689.51,0.67,26.45,84.54,92.4,2.9,1.59,Terminée
MKT-00267,2026-05-28,Client_011,Restaurant,Landing page,Meta Ads,233715.0,1090.0,0.47,60.0,27666.35,19516.5,25.38,461.11,0.71,75.4,7.8,2.57,Pause
MKT-00268,2026-04-28,Client_080,Retail,Content,TikTok Ads,64735.0,4422.0,6.83,580.0,43856.38,1543007.57,9.92,75.61,35.18,88.2,22.6,2.82,Active
MKT-00269,2026-03-02,Client_033,Tourisme,Publicité,Google Ads,330839.0,24150.0,7.3,1629.0,27950.37,3491646.34,1.16,17.16,124.92,35.5,11.4,0.85,Terminée
MKT-00270,2026-03-30,Client_005,Education,SEO,TikTok Ads,389402.0,10424.0,2.68,1212.0,39560.91,1319280.6,,32.64,33.35,53.0,12.4,2.19,Pause
MKT-00271,2026-06-08,Client_036,Santé,App mobile,Meta Ads,340624.0,14138.0,4.15,390.0,28812.14,1578538.47,2.04,73.88,54.79,96.4,2.9,5.25,Pause
MKT-00272,2026-06-19,Client_008,Education,Content,TikTok Ads,694117.0,7931.0,1.14,1264.0,12721.61,3975256.82,1.6,10.06,312.48,51.2,2.9,1.0,Active
MKT-00273,2026-06-06,Client_062,Santé,Landing page,SEO,187758.0,12124.0,6.46,1465.0,43726.56,2966817.32,3.61,29.85,67.85,84.8,20.5,1.38,Terminée
MKT-00274,2026-04-27,Client_066,Education,App mobile,LinkedIn Ads,73102.0,5584.0,7.64,875.0,38508.84,1993911.77,6.9,44.01,51.78,36.7,15.2,6.28,Optimisation
MKT-00275,2026-05-04,Client_044,Retail,SEO,Influence,283445.0,16283.0,5.74,1841.0,3756.47,6122511.3,0.23,2.04,1629.86,57.0,10.5,0.9,Pause
MKT-00276,2026-02-22,Client_071,Santé,SEO,TikTok Ads,855787.0,28568.0,3.34,2629.0,17279.95,3973032.87,0.6,6.57,229.92,50.2,21.2,2.67,Active
MKT-00277,2026-02-17,Client_030,Finance,SEO,Meta Ads,694480.0,8630.0,1.24,883.0,25051.15,1015244.85,2.9,28.37,40.53,81.9,14.7,0.97,Optimisation
MKT-00278,2026-02-28,Client_035,Tourisme,Branding,Meta Ads,348585.0,11021.0,3.16,1361.0,21700.37,3540133.88,1.97,15.94,163.14,35.9,17.5,1.08,Pause
MKT-00279,2026-02-07,Client_007,Retail,App mobile,Emailing,497662.0,10710.0,2.15,1340.0,29719.15,5159307.85,2.77,22.18,173.6,92.1,16.4,2.72,Active
MKT-00280,2026-03-08,Client_024,Immobilier,Publicité,Google Ads,539193.0,35859.0,6.65,2965.0,14116.79,10028406.69,0.39,4.76,710.39,95.2,22.2,11.36,Terminée
MKT-00281,2026-02-21,Client_067,Immobilier,Publicité,TikTok Ads,287370.0,18551.0,6.46,240.0,2276.97,887347.8,0.12,9.49,389.71,58.1,17.3,11.95,Active
MKT-00282,2026-01-18,Client_021,Immobilier,SEO,SEO,296827.0,13063.0,4.4,1875.0,33811.04,4299825.69,2.59,18.03,127.17,44.8,23.7,7.52,Terminée
MKT-00283,2026-03-04,Client_006,Santé,App mobile,TikTok Ads,39331.0,794.0,2.02,124.0,12032.76,317737.8,15.15,97.04,26.41,65.2,13.8,10.02,Terminée
MKT-00284,2026-04-06,Client_049,Tourisme,Publicité,Influence,38087.0,603.0,1.59,41.0,2039.15,31018.36,3.38,49.74,15.21,58.5,21.8,9.82,Terminée
MKT-00285,2026-05-11,Client_079,Finance,Content,Emailing,786479.0,28091.0,3.57,1896.0,29782.02,1201665.12,1.06,15.71,40.35,43.3,20.2,0.84,Active
MKT-00286,2026-03-21,Client_073,Finance,Publicité,LinkedIn Ads,263442.0,1062.0,0.4,33.0,27098.98,88113.21,25.52,821.18,3.25,62.4,21.9,8.74,Optimisation
MKT-00287,2026-06-29,Client_070,Restaurant,SEO,Emailing,446303.0,18230.0,4.08,1484.0,31558.69,2337305.85,1.73,21.27,74.06,49.0,26.2,9.51,Terminée
MKT-00288,2026-06-04,Client_058,Finance,Branding,SEO,556910.0,28890.0,5.19,4602.0,30663.57,16631442.34,1.06,6.66,542.38,83.3,3.5,8.41,Active
MKT-00289,2026-03-08,Client_062,Restaurant,Content,Google Ads,50503.0,3377.0,6.69,113.0,35028.73,95241.86,10.37,309.99,2.72,91.5,29.8,3.38,Active
MKT-00290,2026-06-22,Client_053,Immobilier,Branding,Google Ads,260601.0,7077.0,2.72,273.0,34503.55,1049204.38,4.88,126.39,30.41,67.4,8.3,1.79,Active
MKT-00291,2026-06-15,Client_033,Restaurant,SEO,TikTok Ads,517538.0,7376.0,1.43,1097.0,42970.42,4243209.69,5.83,39.17,98.75,73.6,1.4,8.0,Pause
MKT-00292,2026-05-09,Client_025,Finance,Landing page,Influence,137936.0,1906.0,1.38,219.0,25678.82,288458.29,13.47,117.25,11.23,59.9,10.7,11.35,Pause
MKT-00293,2026-04-16,Client_009,Education,Publicité,Influence,257620.0,21678.0,8.42,966.0,22843.41,2138283.86,1.05,23.65,93.61,79.0,3.9,11.95,Optimisation
MKT-00294,2026-02-11,Client_016,Immobilier,Publicité,SEO,64772.0,2683.0,4.14,163.0,7997.73,210213.47,2.98,49.07,26.28,74.8,9.4,7.94,Active
MKT-00295,2026-05-26,Client_006,Restaurant,Branding,LinkedIn Ads,193152.0,2040.0,1.06,73.0,36418.71,,17.85,498.89,4.35,76.5,27.2,3.16,Active
MKT-00296,2026-01-07,Client_088,Retail,Landing page,Emailing,470913.0,32382.0,6.88,1306.0,18238.94,5299148.71,0.56,13.97,290.54,64.2,22.0,4.47,Pause
MKT-00297,2026-01-05,Client_057,Education,Content,Influence,296937.0,13075.0,4.4,1250.0,10039.04,4118817.74,0.77,8.03,410.28,81.1,17.2,4.69,Active
MKT-00298,2026-05-16,Client_075,Santé,Publicité,TikTok Ads,659319.0,13066.0,1.98,1025.0,7768.13,2526652.92,0.59,7.58,325.26,59.3,29.3,9.45,Terminée
MKT-00299,2026-01-28,Client_037,Immobilier,Landing page,SEO,185020.0,13390.0,7.24,1649.0,19527.12,6220232.94,1.46,11.84,318.54,71.6,27.2,2.21,Active
MKT-00300,2026-06-23,Client_074,Finance,Landing page,Influence,371631.0,27366.0,7.36,1414.0,11307.8,5462741.02,0.41,8.0,483.09,42.7,18.0,6.61,Optimisation
MKT-00301,2026-06-01,Client_014,Retail,Publicité,LinkedIn Ads,63444.0,4338.0,6.84,579.0,39738.05,2427425.03,9.16,68.63,61.09,39.5,29.3,5.44,Terminée
MKT-00302,2026-06-05,Client_050,Restaurant,SEO,Emailing,91431.0,2434.0,2.66,131.0,41557.99,410023.3,17.07,317.24,9.87,46.8,4.4,7.32,Optimisation
